CustomerID,revenue_2019,days_since_first_purchase,days_since_last_purchase,number_of_purchases,avg_order_cost,revenue_2020
12726.0,170.28,13.0,13.0,1.0,170.28,2438.8199999999997
12731.0,1071.9,20.0,20.0,1.0,1071.9,17824.01
12747.0,706.27,25.0,17.0,2.0,353.135,3489.74
12763.0,320.08,25.0,25.0,1.0,320.08,174.0
12766.0,1149.29,22.0,22.0,1.0,1149.29,5840.34
12779.0,248.15999999999997,27.0,27.0,1.0,248.15999999999997,3733.2000000000003
12782.0,463.5,13.0,13.0,1.0,463.5,1867.42
12793.0,131.8,27.0,27.0,1.0,131.8,413.68
12808.0,129.4,24.0,24.0,1.0,129.4,354.25
12826.0,155.0,21.0,21.0,1.0,155.0,1319.72
12829.0,85.75,16.0,16.0,1.0,85.75,207.25
12838.0,390.79,29.0,29.0,1.0,390.79,292.34
12839.0,737.45,23.0,13.0,2.0,368.725,4853.97
12841.0,505.99,27.0,25.0,2.0,252.995,3516.36
12867.0,362.79,16.0,16.0,1.0,362.79,3674.0299999999997
12868.0,203.3,29.0,29.0,1.0,203.3,1403.7600000000002
12872.0,378.53000000000003,21.0,21.0,1.0,378.53000000000003,221.44
12875.0,293.76000000000005,18.0,18.0,1.0,293.76000000000005,49.470000000000006
12877.0,150.06,14.0,14.0,1.0,150.06,1385.71
12913.0,417.62,24.0,24.0,1.0,417.62,2066.01
12915.0,199.65,28.0,28.0,1.0,199.65,164.0
12921.0,687.8,29.0,22.0,2.0,343.9,15899.29
12928.0,392.34000000000003,15.0,15.0,1.0,392.34000000000003,1670.3600000000001
12931.0,177.0,13.0,13.0,1.0,177.0,41878.96
12942.0,258.75,21.0,21.0,1.0,258.75,425.15
12944.0,286.95,10.0,10.0,1.0,286.95,317.56
12947.0,304.04,29.0,29.0,1.0,304.04,1299.95
12963.0,365.8,21.0,21.0,1.0,365.8,1490.83
12971.0,436.19000000000005,28.0,9.0,5.0,87.23800000000001,10753.72
12980.0,889.32,14.0,14.0,1.0,889.32,6485.58
12989.0,202.5,20.0,20.0,1.0,202.5,6721.61
13000.0,201.75,20.0,20.0,1.0,201.75,333.09999999999997
13004.0,357.01,13.0,13.0,1.0,357.01,5298.9
13013.0,1528.3400000000001,27.0,27.0,1.0,1528.3400000000001,3282.6000000000004
13021.0,157.35000000000002,14.0,14.0,1.0,157.35000000000002,2459.03
13027.0,1440.0,10.0,10.0,1.0,1440.0,5472.0
13029.0,382.5,9.0,9.0,1.0,382.5,865.0
13030.0,427.74,24.0,24.0,1.0,427.74,371.74
13034.0,165.86,25.0,25.0,1.0,165.86,476.90999999999997
13047.0,366.63000000000005,29.0,29.0,1.0,366.63000000000005,2870.91
13050.0,1199.87,22.0,10.0,4.0,299.9675,4636.99
13069.0,644.12,25.0,17.0,2.0,322.06,3792.0
13077.0,313.72,22.0,22.0,1.0,313.72,415.55
13078.0,881.16,22.0,15.0,2.0,440.58,11746.78
13081.0,2366.78,27.0,27.0,1.0,2366.78,25970.6
13090.0,1008.4,28.0,21.0,2.0,504.2,7902.42
13092.0,185.45,15.0,15.0,1.0,185.45,292.38
13094.0,223.68,24.0,24.0,1.0,223.68,1703.64
13097.0,304.9,16.0,16.0,1.0,304.9,5705.52
13102.0,673.9200000000001,21.0,16.0,2.0,336.96000000000004,5750.17
13104.0,101.76,10.0,10.0,1.0,101.76,996.72
13113.0,372.96999999999997,22.0,22.0,1.0,372.96999999999997,11872.99
13117.0,388.15,28.0,21.0,2.0,194.075,596.76
13124.0,1256.32,15.0,15.0,1.0,1256.32,2610.01
13126.0,223.44,22.0,22.0,1.0,223.44,1876.2
13138.0,193.23,28.0,28.0,1.0,193.23,769.16
13140.0,159.51,22.0,22.0,1.0,159.51,264.21000000000004
13145.0,295.0,28.0,28.0,1.0,295.0,323.52000000000004
13148.0,309.40000000000003,20.0,20.0,1.0,309.40000000000003,3397.7200000000003
13155.0,379.7,24.0,24.0,1.0,379.7,592.06
13165.0,354.64,7.0,7.0,1.0,354.64,666.84
13173.0,165.94,23.0,23.0,1.0,165.94,187.71
13174.0,1415.97,25.0,25.0,1.0,1415.97,1401.06
13178.0,710.0,16.0,16.0,1.0,710.0,5015.47
13198.0,384.55,17.0,17.0,1.0,384.55,3016.69
13199.0,711.8,22.0,14.0,2.0,355.9,9105.32
13209.0,318.85,17.0,17.0,1.0,318.85,5572.76
13211.0,110.7,17.0,17.0,1.0,110.7,1086.72
13221.0,498.16,15.0,15.0,1.0,498.16,349.25
13225.0,1206.72,17.0,17.0,1.0,1206.72,5257.120000000001
13230.0,93.45,21.0,21.0,1.0,93.45,2713.52
13238.0,91.15,16.0,16.0,1.0,91.15,609.58
13240.0,224.07,21.0,21.0,1.0,224.07,439.58000000000004
13255.0,225.7,29.0,29.0,1.0,225.7,173.81
13267.0,622.3,22.0,16.0,2.0,311.15,3899.19
13269.0,662.1700000000001,25.0,17.0,2.0,331.08500000000004,4684.0599999999995
13305.0,136.2,28.0,28.0,1.0,136.2,1864.6599999999999
13317.0,238.05,14.0,14.0,1.0,238.05,2035.63
13319.0,1551.08,21.0,10.0,2.0,775.54,9294.470000000001
13324.0,650.1,16.0,16.0,1.0,650.1,6471.85
13327.0,745.0,21.0,21.0,1.0,745.0,2882.77
13329.0,304.2,22.0,22.0,1.0,304.2,484.8
13402.0,308.28000000000003,28.0,28.0,1.0,308.28000000000003,312.95
13408.0,3031.2,29.0,14.0,4.0,757.8,25085.84
13418.0,1579.62,28.0,15.0,3.0,526.54,4547.8099999999995
13426.0,336.98,15.0,15.0,1.0,336.98,3304.34
13448.0,829.54,29.0,20.0,2.0,414.77,2709.83
13455.0,692.94,22.0,22.0,1.0,692.94,365.4
13458.0,1185.86,15.0,15.0,1.0,1185.86,8460.710000000001
13468.0,911.0,29.0,14.0,3.0,303.6666666666667,4793.97
13487.0,193.15,9.0,9.0,1.0,193.15,382.25
13488.0,1381.92,23.0,23.0,1.0,1381.92,7586.39
13491.0,196.4,28.0,15.0,2.0,98.2,1019.4200000000001
13495.0,865.4300000000001,24.0,15.0,2.0,432.71500000000003,1179.44
13496.0,501.01000000000005,15.0,15.0,1.0,501.01000000000005,152.32
13497.0,153.5,24.0,24.0,1.0,153.5,194.55
13506.0,301.12,25.0,25.0,1.0,301.12,157.4
13520.0,303.4,27.0,27.0,1.0,303.4,3320.95
13523.0,566.95,22.0,22.0,1.0,566.95,3397.93
13531.0,305.45,22.0,22.0,1.0,305.45,178.35
13534.0,283.2,14.0,14.0,1.0,283.2,5586.88
13564.0,1198.38,24.0,10.0,2.0,599.19,550.64
13569.0,118.32000000000001,23.0,23.0,1.0,118.32000000000001,255.43
13576.0,349.15000000000003,29.0,29.0,1.0,349.15000000000003,6368.1900000000005
13579.0,164.70000000000002,25.0,25.0,1.0,164.70000000000002,302.34
13599.0,352.84000000000003,22.0,22.0,1.0,352.84000000000003,4800.83
13611.0,303.15000000000003,15.0,15.0,1.0,303.15000000000003,868.6500000000001
13627.0,311.19,13.0,13.0,1.0,311.19,1327.28
13649.0,197.8,22.0,22.0,1.0,197.8,148.8
13652.0,308.8,24.0,24.0,1.0,308.8,786.28
13668.0,177.66,18.0,18.0,1.0,177.66,6185.93
13705.0,318.14,29.0,29.0,1.0,318.14,393.72
13715.0,496.63,28.0,18.0,2.0,248.315,582.71
13748.0,204.0,29.0,29.0,1.0,204.0,744.25
13756.0,1004.4000000000001,23.0,14.0,3.0,334.8,4185.12
13758.0,718.8499999999999,29.0,22.0,2.0,359.42499999999995,2471.7
13767.0,2439.36,29.0,14.0,6.0,406.56,14781.0
13769.0,322.3,23.0,23.0,1.0,322.3,2474.21
13787.0,106.4,20.0,20.0,1.0,106.4,202.64000000000001
13817.0,128.7,7.0,7.0,1.0,128.7,254.28
13831.0,408.0,25.0,25.0,1.0,408.0,1794.9899999999998
13838.0,238.11,25.0,25.0,1.0,238.11,453.62
13842.0,310.57,22.0,22.0,1.0,310.57,3075.0499999999997
13846.0,411.40000000000003,16.0,16.0,1.0,411.40000000000003,453.65999999999997
13848.0,320.0,22.0,22.0,1.0,320.0,935.0
13854.0,609.44,21.0,13.0,2.0,304.72,7500.08
13869.0,323.62,13.0,13.0,1.0,323.62,2781.33
13880.0,97.8,23.0,23.0,1.0,97.8,3121.97
13890.0,190.35,14.0,14.0,1.0,190.35,1693.46
13941.0,1095.12,28.0,28.0,1.0,1095.12,4017.84
13953.0,500.0,8.0,8.0,1.0,500.0,3015.68
13959.0,214.74,18.0,18.0,1.0,214.74,383.46
13963.0,151.3,23.0,23.0,1.0,151.3,513.24
13969.0,317.59000000000003,21.0,21.0,1.0,317.59000000000003,8736.35
13982.0,428.6,21.0,21.0,1.0,428.6,1443.21
13983.0,329.36,22.0,22.0,1.0,329.36,2274.0699999999997
13984.0,154.8,22.0,22.0,1.0,154.8,765.71
13999.0,302.1,17.0,17.0,1.0,302.1,3599.71
14001.0,301.24,29.0,29.0,1.0,301.24,1741.8400000000001
14016.0,753.74,13.0,13.0,1.0,753.74,3587.47
14030.0,676.5000000000001,22.0,22.0,1.0,676.5000000000001,1683.5900000000001
14031.0,2568.95,28.0,13.0,3.0,856.3166666666666,14717.91
14032.0,619.4200000000001,22.0,11.0,2.0,309.71000000000004,2356.17
14037.0,111.8,20.0,20.0,1.0,111.8,35.400000000000006
14045.0,326.4,29.0,29.0,1.0,326.4,1333.35
14047.0,286.92,28.0,28.0,1.0,286.92,1021.69
14051.0,1828.1600000000003,22.0,10.0,3.0,609.3866666666668,13782.23
14057.0,925.92,16.0,16.0,1.0,925.92,5292.04
14060.0,874.04,28.0,15.0,3.0,291.34666666666664,5266.38
14062.0,1444.1200000000001,20.0,10.0,2.0,722.0600000000001,9020.73
14078.0,136.24,29.0,29.0,1.0,136.24,913.1299999999999
14081.0,423.52,25.0,25.0,1.0,423.52,511.0
14083.0,459.89000000000004,27.0,10.0,2.0,229.94500000000002,558.54
14085.0,1190.24,24.0,7.0,3.0,396.74666666666667,3258.3
14092.0,601.73,14.0,8.0,2.0,300.865,3475.1800000000003
14099.0,383.52,10.0,10.0,1.0,383.52,2720.65
14107.0,363.24,20.0,20.0,1.0,363.24,2339.9900000000002
14113.0,433.5,10.0,10.0,1.0,433.5,1406.92
14135.0,947.05,28.0,9.0,3.0,315.68333333333334,3743.26
14146.0,1241.43,13.0,13.0,1.0,1241.43,2949.5699999999997
14150.0,306.18,15.0,15.0,1.0,306.18,352.46000000000004
14159.0,193.22,18.0,18.0,1.0,193.22,4499.79
14161.0,283.15,25.0,25.0,1.0,283.15,827.3700000000001
14176.0,159.55,23.0,23.0,1.0,159.55,417.35
14180.0,896.25,28.0,14.0,3.0,298.75,3852.27
14189.0,311.24,24.0,24.0,1.0,311.24,4342.84
14201.0,67.24000000000001,15.0,15.0,1.0,67.24000000000001,680.2
14210.0,304.95000000000005,27.0,27.0,1.0,304.95000000000005,1600.89
14215.0,166.0,24.0,24.0,1.0,166.0,1623.72
14217.0,118.3,22.0,22.0,1.0,118.3,1886.68
14220.0,312.98,14.0,14.0,1.0,312.98,319.42
14236.0,189.3,28.0,28.0,1.0,189.3,301.55999999999995
14243.0,472.0,21.0,13.0,2.0,236.0,2116.77
14256.0,523.86,20.0,20.0,1.0,523.86,445.2
14282.0,571.0,23.0,23.0,1.0,571.0,3158.34
14290.0,777.5600000000001,17.0,17.0,1.0,777.5600000000001,1537.0900000000001
14293.0,364.92,24.0,24.0,1.0,364.92,681.64
14299.0,429.24,21.0,21.0,1.0,429.24,3536.38
14307.0,783.11,29.0,29.0,1.0,783.11,2212.61
14309.0,147.75,14.0,14.0,1.0,147.75,2204.78
14334.0,320.15,14.0,14.0,1.0,320.15,2232.06
14344.0,355.65000000000003,24.0,14.0,3.0,118.55000000000001,534.28
14388.0,312.8,28.0,28.0,1.0,312.8,2900.04
14390.0,223.7,28.0,28.0,1.0,223.7,4429.12
14395.0,308.68,28.0,28.0,1.0,308.68,3199.03
14396.0,110.35,27.0,27.0,1.0,110.35,377.64
14401.0,247.38,15.0,15.0,1.0,247.38,3804.1
14404.0,133.48,25.0,25.0,1.0,133.48,1340.84
14409.0,328.80000000000007,24.0,24.0,1.0,328.80000000000007,1730.65
14414.0,217.2,14.0,14.0,1.0,217.2,1279.78
14415.0,875.18,16.0,16.0,1.0,875.18,5025.1
14419.0,124.1,20.0,20.0,1.0,124.1,933.96
14440.0,656.7,21.0,21.0,1.0,656.7,1700.98
14443.0,303.5,24.0,24.0,1.0,303.5,1116.7
14448.0,102.35,20.0,20.0,1.0,102.35,273.0
14449.0,210.24,28.0,28.0,1.0,210.24,696.86
14466.0,379.75,28.0,28.0,1.0,379.75,1892.65
14472.0,279.88,11.0,11.0,1.0,279.88,1656.96
14479.0,174.4,21.0,21.0,1.0,174.4,141.85
14487.0,125.10000000000001,24.0,24.0,1.0,125.10000000000001,1071.23
14491.0,127.2,28.0,28.0,1.0,127.2,213.73
14496.0,304.34000000000003,29.0,29.0,1.0,304.34000000000003,234.47
14498.0,166.22,17.0,17.0,1.0,166.22,1791.1
14505.0,1050.3500000000001,18.0,18.0,1.0,1050.3500000000001,4855.29
14506.0,269.7,25.0,25.0,1.0,269.7,1742.47
14524.0,275.45,16.0,16.0,1.0,275.45,1592.23
14525.0,462.29999999999995,17.0,17.0,1.0,462.29999999999995,3869.8999999999996
14527.0,925.49,25.0,10.0,4.0,231.3725,7583.33
14532.0,222.60000000000002,8.0,8.0,1.0,222.60000000000002,710.25
14533.0,433.5,8.0,8.0,1.0,433.5,1516.22
14543.0,254.4,20.0,20.0,1.0,254.4,3375.9300000000003
14544.0,1121.92,17.0,17.0,1.0,1121.92,902.53
14560.0,408.17,13.0,13.0,1.0,408.17,1829.6
14565.0,1167.41,17.0,17.0,1.0,1167.41,1931.71
14573.0,413.1,28.0,28.0,1.0,413.1,1240.32
14577.0,346.9,18.0,18.0,1.0,346.9,512.81
14594.0,255.0,29.0,29.0,1.0,255.0,124.83
14606.0,1246.66,29.0,8.0,7.0,178.09428571428572,10909.99
14608.0,204.0,18.0,18.0,1.0,204.0,1581.15
14621.0,305.7,14.0,14.0,1.0,305.7,1482.66
14625.0,585.53,17.0,17.0,1.0,585.53,314.1
14639.0,676.54,17.0,17.0,1.0,676.54,2307.95
14643.0,357.94,14.0,14.0,1.0,357.94,335.87
14667.0,1998.1,24.0,16.0,4.0,499.525,7243.1
14673.0,373.49,23.0,23.0,1.0,373.49,1362.9099999999999
14680.0,2875.3999999999996,27.0,16.0,2.0,1437.6999999999998,25878.71
14684.0,168.36,18.0,18.0,1.0,168.36,1067.92
14688.0,444.98,29.0,29.0,1.0,444.98,5185.89
14696.0,294.62,29.0,29.0,1.0,294.62,1784.33
14702.0,318.7,21.0,21.0,1.0,318.7,2973.44
14708.0,419.06,24.0,24.0,1.0,419.06,707.31
14709.0,314.1,14.0,14.0,1.0,314.1,4606.9400000000005
14713.0,425.85,21.0,14.0,2.0,212.925,2240.51
14723.0,471.0,27.0,14.0,2.0,235.5,687.3
14735.0,252.2,14.0,14.0,1.0,252.2,5813.49
14737.0,434.0,9.0,9.0,1.0,434.0,730.55
14739.0,713.88,23.0,23.0,1.0,713.88,3188.4
14741.0,495.3,28.0,17.0,2.0,247.65,905.04
14744.0,225.0,22.0,22.0,1.0,225.0,874.98
14748.0,470.42,24.0,24.0,1.0,470.42,945.3299999999999
14766.0,180.4,22.0,22.0,1.0,180.4,2292.9700000000003
14769.0,347.01,13.0,13.0,1.0,347.01,10327.74
14775.0,406.56,28.0,28.0,1.0,406.56,605.3399999999999
14796.0,1028.8200000000002,22.0,17.0,2.0,514.4100000000001,6993.67
14800.0,1219.85,25.0,18.0,2.0,609.925,3119.89
14810.0,180.44,25.0,25.0,1.0,180.44,1907.44
14825.0,396.43000000000006,24.0,14.0,2.0,198.21500000000003,1830.48
14829.0,385.33000000000004,28.0,16.0,2.0,192.66500000000002,312.22
14841.0,395.16,14.0,14.0,1.0,395.16,2900.6
14849.0,566.89,29.0,14.0,2.0,283.445,7363.650000000001
14865.0,37.2,28.0,28.0,1.0,37.2,15.0
14866.0,103.67999999999999,22.0,22.0,1.0,103.67999999999999,14286.220000000001
14871.0,140.4,16.0,16.0,1.0,140.4,381.98
14878.0,322.01,14.0,14.0,1.0,322.01,1163.53
14896.0,257.22,21.0,21.0,1.0,257.22,211.55
14898.0,98.5,27.0,27.0,1.0,98.5,1205.02
14901.0,497.05,28.0,16.0,3.0,165.68333333333334,924.24
14907.0,960.69,23.0,16.0,2.0,480.345,2540.41
14913.0,300.87,15.0,15.0,1.0,300.87,926.56
14952.0,686.16,20.0,20.0,1.0,686.16,7413.33
14961.0,1182.7,16.0,16.0,1.0,1182.7,5861.98
14985.0,124.50999999999999,14.0,14.0,1.0,124.50999999999999,172.24
14987.0,163.2,21.0,21.0,1.0,163.2,163.2
15002.0,631.65,23.0,23.0,1.0,631.65,1010.11
15005.0,470.40999999999997,22.0,15.0,2.0,235.20499999999998,5846.16
15012.0,191.06,29.0,29.0,1.0,191.06,231.98
15018.0,111.25,23.0,23.0,1.0,111.25,384.96000000000004
15021.0,205.64000000000001,22.0,22.0,1.0,205.64000000000001,1709.18
15023.0,460.6,25.0,25.0,1.0,460.6,6342.16
15024.0,491.22,23.0,23.0,1.0,491.22,1170.1100000000001
15028.0,185.97,24.0,24.0,1.0,185.97,441.15999999999997
15032.0,2770.6,22.0,22.0,1.0,2770.6,2188.5
15034.0,842.9,9.0,9.0,1.0,842.9,3465.71
15038.0,126.43,25.0,25.0,1.0,126.43,579.06
15039.0,1317.76,24.0,16.0,2.0,658.88,18596.68
15044.0,2139.15,18.0,8.0,3.0,713.0500000000001,5561.08
15048.0,98.7,24.0,24.0,1.0,98.7,285.35
15062.0,209.08,15.0,15.0,1.0,209.08,778.78
15078.0,818.6500000000001,24.0,10.0,2.0,409.32500000000005,8924.460000000001
15079.0,141.95,21.0,21.0,1.0,141.95,753.66
15081.0,111.15,23.0,23.0,1.0,111.15,393.65000000000003
15093.0,623.73,28.0,28.0,1.0,623.73,3973.29
15100.0,700.8,29.0,22.0,2.0,350.4,175.2
15101.0,102.28,15.0,15.0,1.0,102.28,215.25
15107.0,177.05,28.0,16.0,2.0,88.525,142.45
15111.0,288.5,28.0,28.0,1.0,288.5,1278.98
15157.0,1085.46,14.0,14.0,1.0,1085.46,850.61
15159.0,1860.98,17.0,17.0,1.0,1860.98,16780.03
15192.0,315.0,21.0,21.0,1.0,315.0,729.3199999999999
15194.0,1558.99,24.0,14.0,3.0,519.6633333333333,6057.54
15197.0,556.5,14.0,14.0,1.0,556.5,523.11
15208.0,65.4,9.0,9.0,1.0,65.4,804.72
15211.0,383.07,21.0,21.0,1.0,383.07,511.34
15235.0,694.6400000000001,29.0,7.0,3.0,231.5466666666667,1552.87
15246.0,186.0,14.0,14.0,1.0,186.0,328.15000000000003
15260.0,420.5,28.0,28.0,1.0,420.5,1390.27
15271.0,111.75,21.0,21.0,1.0,111.75,2395.32
15288.0,165.65,21.0,21.0,1.0,165.65,2140.87
15290.0,219.6,15.0,15.0,1.0,219.6,7723.62
15291.0,648.9000000000001,29.0,13.0,2.0,324.45000000000005,4019.4
15298.0,397.6,22.0,22.0,1.0,397.6,4402.3
15299.0,1835.01,28.0,28.0,1.0,1835.01,2672.0
15301.0,673.37,24.0,24.0,1.0,673.37,4396.98
15304.0,123.15,24.0,24.0,1.0,123.15,571.25
15312.0,289.74,10.0,10.0,1.0,289.74,635.11
15351.0,274.67,25.0,25.0,1.0,274.67,1685.44
15353.0,311.65000000000003,23.0,23.0,1.0,311.65000000000003,465.37
15356.0,365.53999999999996,24.0,16.0,2.0,182.76999999999998,2400.96
15358.0,624.55,21.0,21.0,1.0,624.55,7722.650000000001
15366.0,105.53999999999999,14.0,14.0,1.0,105.53999999999999,496.97
15373.0,537.1,27.0,15.0,2.0,268.55,1878.81
15379.0,1491.46,14.0,14.0,1.0,1491.46,2211.83
15380.0,230.10000000000002,21.0,21.0,1.0,230.10000000000002,1460.16
15384.0,303.57,15.0,15.0,1.0,303.57,338.84
15392.0,338.98,16.0,16.0,1.0,338.98,1196.55
15394.0,587.66,14.0,14.0,1.0,587.66,1595.88
15426.0,411.42,25.0,25.0,1.0,411.42,1035.97
15456.0,243.22,15.0,15.0,1.0,243.22,204.0
15465.0,867.85,25.0,15.0,2.0,433.925,6486.7699999999995
15482.0,723.64,14.0,14.0,1.0,723.64,10331.32
15485.0,950.09,29.0,29.0,1.0,950.09,1624.91
15498.0,976.7199999999999,22.0,22.0,1.0,976.7199999999999,12339.68
15502.0,929.4,25.0,24.0,2.0,464.7,9455.53
15512.0,101.19999999999999,15.0,15.0,1.0,101.19999999999999,19.799999999999997
15513.0,1313.5,29.0,21.0,2.0,656.75,13444.720000000001
15514.0,1884.71,20.0,16.0,2.0,942.355,2254.75
15525.0,313.93,29.0,29.0,1.0,313.93,511.99
15527.0,221.4,10.0,10.0,1.0,221.4,2208.38
15529.0,321.46000000000004,22.0,20.0,2.0,160.73000000000002,3673.77
15532.0,356.35,14.0,14.0,1.0,356.35,1224.58
15544.0,354.54,28.0,28.0,1.0,354.54,3192.17
15545.0,135.32999999999998,27.0,27.0,1.0,135.32999999999998,157.39000000000001
15547.0,767.37,18.0,18.0,1.0,767.37,4187.47
15555.0,989.82,25.0,17.0,3.0,329.94,3815.35
15563.0,270.19,14.0,14.0,1.0,270.19,1130.25
15570.0,1064.6399999999999,25.0,13.0,3.0,354.87999999999994,3100.88
15574.0,590.15,28.0,14.0,2.0,295.075,112.1
15581.0,325.96000000000004,22.0,9.0,3.0,108.65333333333335,3354.01
15587.0,344.88,7.0,7.0,1.0,344.88,568.8
15596.0,402.32,21.0,21.0,1.0,402.32,1004.27
15601.0,1236.45,28.0,14.0,2.0,618.225,5540.11
15602.0,152.55,24.0,16.0,2.0,76.275,1145.32
15605.0,194.85,29.0,29.0,1.0,194.85,1003.38
15615.0,1081.19,15.0,15.0,1.0,1081.19,9318.55
15620.0,424.49,14.0,14.0,1.0,424.49,1128.69
15628.0,319.18,22.0,22.0,1.0,319.18,2551.06
15640.0,2766.69,28.0,11.0,3.0,922.23,9748.970000000001
15641.0,308.37,15.0,15.0,1.0,308.37,1578.83
15646.0,189.8,28.0,28.0,1.0,189.8,257.84000000000003
15649.0,510.0,23.0,23.0,1.0,510.0,306.0
15658.0,306.2,28.0,28.0,1.0,306.2,717.9000000000001
15660.0,209.3,21.0,21.0,1.0,209.3,1391.56
15680.0,478.89,22.0,22.0,1.0,478.89,854.7900000000001
15689.0,103.5,17.0,17.0,1.0,103.5,150.6
15694.0,847.3299999999999,28.0,16.0,3.0,282.4433333333333,5632.07
15708.0,350.68,25.0,25.0,1.0,350.68,3013.56
15713.0,171.15,22.0,22.0,1.0,171.15,185.55
15716.0,547.1,25.0,25.0,1.0,547.1,571.71
15727.0,1536.85,15.0,15.0,1.0,1536.85,3642.11
15732.0,138.1,28.0,28.0,1.0,138.1,156.02
15738.0,329.65000000000003,28.0,28.0,1.0,329.65000000000003,4482.77
15750.0,340.52,22.0,22.0,1.0,340.52,2124.96
15752.0,259.65000000000003,28.0,28.0,1.0,259.65000000000003,2377.73
15759.0,97.24000000000001,14.0,14.0,1.0,97.24000000000001,155.8
15777.0,365.54999999999995,17.0,17.0,1.0,365.54999999999995,681.56
15780.0,177.15,13.0,13.0,1.0,177.15,298.13
15805.0,370.8,20.0,20.0,1.0,370.8,5157.68
15808.0,2249.8500000000004,25.0,17.0,2.0,1124.9250000000002,1485.12
15811.0,438.8,21.0,13.0,2.0,219.4,1779.82
15822.0,440.2,15.0,15.0,1.0,440.2,445.27
15827.0,190.93,28.0,28.0,1.0,190.93,1645.16
15838.0,957.5,23.0,23.0,1.0,957.5,32685.579999999998
15854.0,230.10000000000002,17.0,17.0,1.0,230.10000000000002,2744.55
15856.0,3281.31,21.0,7.0,3.0,1093.77,13106.26
15858.0,383.93,23.0,23.0,1.0,383.93,1054.92
15860.0,102.66,24.0,24.0,1.0,102.66,874.5500000000001
15862.0,354.23,29.0,29.0,1.0,354.23,478.65
15867.0,557.22,25.0,10.0,3.0,185.74,3255.42
15881.0,155.25,20.0,17.0,2.0,77.625,346.14000000000004
15882.0,371.32000000000005,24.0,24.0,1.0,371.32000000000005,145.04000000000002
15889.0,297.92,25.0,25.0,1.0,297.92,148.95
15894.0,156.74,25.0,25.0,1.0,156.74,106.81
15898.0,521.69,24.0,23.0,2.0,260.845,867.19
15916.0,232.45,22.0,22.0,1.0,232.45,1295.6399999999999
15919.0,270.72,24.0,24.0,1.0,270.72,369.17
15950.0,428.82,15.0,15.0,1.0,428.82,1336.69
15953.0,209.84,25.0,25.0,1.0,209.84,1449.54
15955.0,572.38,28.0,28.0,1.0,572.38,3843.88
15965.0,156.19,23.0,23.0,1.0,156.19,689.45
15983.0,1148.27,29.0,16.0,3.0,382.75666666666666,326.75
15984.0,122.7,24.0,24.0,1.0,122.7,2714.9700000000003
15987.0,113.48,24.0,24.0,1.0,113.48,1337.8000000000002
15996.0,263.25,22.0,22.0,1.0,263.25,797.4300000000001
15998.0,863.39,18.0,18.0,1.0,863.39,2226.58
16003.0,1181.0,15.0,15.0,1.0,1181.0,1554.3700000000001
16010.0,110.1,18.0,18.0,1.0,110.1,297.4
